FX,ex_sec,ex_cost,opt_sec,opt_cost
34502,0.11,nan,0.09,nan
34503,0.24,nan,0.12,nan
34504,0.41,nan,0.06,nan
34505,0.44,nan,0.05,nan
34506,0.22,nan,0.05,nan
34507,0.3,nan,0.12,nan
34508,0.33,nan,0.08,nan
34509,0.5,nan,0.08,nan
34510,0.24,nan,0.08,nan
34511,0.47,nan,0.11,nan
34512,0.29,nan,0.06,nan
34513,0.35,nan,0.04,nan
34514,0.15,nan,0.06,nan
34515,0.21,nan,0.08,nan
34516,0.19,nan,0.07,nan
34517,0.26,nan,0.1,nan
34518,0.17,nan,0.05,nan
34519,0.35,nan,0.07,nan
34520,0.14,nan,0.05,nan
34521,0.31,nan,0.07,nan
34522,0.15,nan,0.07,nan
34523,0.18,nan,0.06,nan
34524,0.14,nan,0.06,nan
34525,0.42,nan,0.08,nan
34526,0.14,nan,0.05,nan
34527,0.26,nan,0.08,nan
34528,0.29,nan,0.08,nan
34529,0.26,nan,0.06,nan
34530,0.18,nan,0.05,nan
34531,0.35,nan,0.07,nan
34532,0.35,nan,0.06,nan
34533,0.27,nan,0.07,nan
34534,0.2,nan,0.06,nan
34535,0.26,nan,0.09,nan
34536,0.18,nan,0.06,nan
34537,0.36,nan,0.06,nan
34538,0.33,nan,0.06,nan
34539,0.49,nan,0.07,nan
34540,0.38,nan,0.06,nan
34541,0.34,nan,0.07,nan
34542,0.26,nan,0.09,nan
34543,0.53,nan,0.1,nan
34544,0.27,nan,0.1,nan
34545,0.25,nan,0.06,nan
34546,0.14,nan,0.05,nan
34547,0.3,nan,0.05,nan
34548,0.33,nan,0.07,nan
34549,0.34,nan,0.1,nan
34550,0.1,nan,0.05,nan
34551,0.35,nan,0.12,nan
34552,0.21,nan,0.06,nan
34553,0.22,nan,0.06,nan
34554,0.25,nan,0.05,nan
34555,0.26,nan,0.12,nan
34556,0.53,nan,0.07,nan
34557,0.3,nan,0.08,nan
34558,0.22,nan,0.13,nan
34559,0.49,nan,0.06,nan
34560,0.16,nan,0.04,nan
34561,0.17,nan,0.05,nan
34562,0.12,nan,0.05,nan
34563,0.2,nan,0.06,nan
34564,0.16,nan,0.07,nan
34565,0.16,nan,0.06,nan
34566,0.13,nan,0.04,nan
34567,0.04,12,0.06,9
34568,0.21,nan,0.06,nan
34569,0.3,nan,0.05,nan
34570,0.13,nan,0.06,nan
34571,0.25,nan,0.06,nan
34572,0.3,nan,0.07,nan
34573,0.28,nan,0.04,nan
34574,0.2,nan,0.05,nan
34575,0.27,nan,0.08,nan
34576,0.1,nan,0.04,nan
34577,0.13,nan,0.06,nan
34578,0.12,nan,0.06,nan
34579,0.24,nan,0.06,nan
34580,0.26,nan,0.05,nan
34581,0.17,nan,0.07,nan
34582,0.17,nan,0.06,nan
34583,0.26,nan,0.07,nan
34584,0.13,nan,0.04,nan
34585,0.15,nan,0.08,nan
34586,0.11,nan,0.05,nan
34587,0.28,nan,0.05,nan
34588,0.18,nan,0.05,nan
34589,0.19,nan,0.11,nan
34590,0.12,nan,0.07,nan
34591,0.19,nan,0.08,nan
34592,0.18,nan,0.05,nan
34593,0.2,nan,0.05,nan
34594,0.16,nan,0.04,nan
34595,0.21,nan,0.05,nan
34596,0.19,nan,0.05,nan
34597,0.26,nan,0.06,nan
34598,0.13,nan,0.05,nan
34599,0.29,nan,0.06,nan
34600,0.43,nan,0.07,nan
34601,0.3,nan,0.08,nan
34602,0.15,nan,0.06,nan
34603,0.29,nan,0.05,nan
34604,0.31,nan,0.05,nan
34605,0.34,nan,0.07,nan
34606,0.16,nan,0.04,nan
34607,0.32,nan,0.07,nan
34608,0.18,nan,0.06,nan
34609,0.19,nan,0.06,nan
34610,0.18,nan,0.06,nan
34611,0.28,nan,0.07,nan
34612,0.3,nan,0.07,nan
34613,0.2,nan,0.11,nan
34614,0.09,nan,0.06,nan
34615,0.05,12,0.15,12
34616,0.22,nan,0.1,nan
34617,0.24,nan,0.05,nan
34618,0.16,nan,0.06,nan
34619,0.24,nan,0.07,nan
34620,0.17,nan,0.09,nan
34621,0.42,nan,0.15,nan
34622,0.14,nan,0.08,nan
34623,0.25,nan,0.11,nan
34624,0.12,nan,0.06,nan
34625,0.18,nan,0.07,nan
34626,0.17,nan,0.05,nan
34627,0.2,nan,0.05,nan
34628,0.15,nan,0.07,nan
34629,0.12,nan,0.05,nan
34630,0.12,nan,0.06,nan
34631,0.18,nan,0.06,nan
34632,0.17,nan,0.06,nan
34633,0.22,nan,0.06,nan
34634,0.15,nan,0.06,nan
34635,0.17,nan,0.08,nan
34636,0.23,nan,0.07,nan
34637,0.19,nan,0.06,nan
34638,0.12,nan,0.1,nan
34639,0.21,nan,0.09,nan
34640,0.12,nan,0.05,nan
34641,0.28,nan,0.07,nan
34642,0.15,nan,0.07,nan
34643,0.31,nan,0.06,nan
34644,0.21,nan,0.05,nan
34645,0.27,nan,0.06,nan
34646,0.15,nan,0.06,nan
34647,0.17,13,0.12,12
34648,0.22,nan,0.07,nan
34649,0.21,nan,0.07,nan
34650,0.17,nan,0.06,nan
34651,0.27,nan,0.08,nan
34652,0.19,nan,0.08,nan
34653,0.26,nan,0.09,nan
34654,0.11,nan,0.08,nan
34655,0.27,nan,0.07,nan
34656,0.17,nan,0.06,nan
34657,0.23,nan,0.06,nan
34658,0.11,nan,0.08,nan
34659,0.26,nan,0.07,nan
34660,0.44,nan,0.08,nan
34661,0.27,nan,0.08,nan
34662,0.13,nan,0.06,nan
34663,0.25,nan,0.09,nan
34664,0.23,nan,0.04,nan
34665,0.24,nan,0.09,nan
34666,0.14,nan,0.07,nan
34667,0.29,nan,0.07,nan
34668,0.23,nan,0.08,nan
34669,0.26,nan,0.12,nan
34670,0.19,nan,0.06,nan
34671,0.37,nan,0.08,nan
34672,0.19,nan,0.08,nan
34673,0.26,nan,0.12,nan
34674,0.12,nan,0.08,nan
34675,0.26,nan,0.1,nan
34676,0.22,nan,0.17,nan
34677,0.37,nan,0.09,nan
34678,0.19,nan,0.08,nan
34679,0.28,nan,0.08,nan
34680,0.29,nan,0.08,nan
34681,0.25,nan,0.09,nan
34682,0.12,nan,0.06,nan
34683,0.22,nan,0.12,nan
34684,0.21,nan,0.1,nan
34685,0.33,nan,0.1,nan
34686,0.15,nan,0.06,nan
34687,0.4,nan,0.11,nan
34688,0.11,14,0.06,9
34689,0.37,nan,0.06,nan
34690,0.18,nan,0.05,nan
34691,0.05,13,0.05,8
34692,0.3,nan,0.07,nan
34693,0.04,13,0.07,8
34694,0.12,nan,0.04,nan
34695,0.04,15,0.12,9
34696,0.35,nan,0.1,nan
34697,0.3,nan,0.08,nan
34698,0.31,nan,0.09,nan
34699,0.07,12,0.08,11
34700,0.3,nan,0.12,nan
34701,0.14,14,0.11,11
34702,0.28,nan,0.12,nan
34703,0.13,14,0.22,11
34704,0.17,nan,0.07,nan
34705,0.29,nan,0.04,nan
34706,0.25,nan,0.05,nan
34707,0.16,nan,0.09,nan
34708,0.21,nan,0.04,nan
34709,0.23,nan,0.08,nan
34710,0.16,nan,0.07,nan
34711,0.37,nan,0.09,nan
34712,0.18,nan,0.06,nan
34713,0.18,nan,0.05,nan
34714,0.13,nan,0.04,nan
34715,0.2,nan,0.07,nan
34716,0.27,nan,0.05,nan
34717,0.3,nan,0.08,nan
34718,0.25,nan,0.06,nan
34719,0.31,nan,0.11,nan
34720,0.14,14,0.09,13
34721,0.29,nan,0.06,nan
34722,0.3,nan,0.17,nan
34723,0.04,13,0.14,11
34724,0.25,nan,0.09,nan
34725,0.12,12,0.14,11
34726,0.18,nan,0.05,nan
34727,0.07,13,0.16,11
34728,0.26,nan,0.09,nan
34729,0.39,nan,0.07,nan
34730,0.13,14,0.11,11
34731,0.06,11,0.06,8
34732,0.51,nan,0.09,nan
34733,0.61,nan,0.11,nan
34734,0.28,nan,0.1,nan
34735,0.07,13,0.07,8
34736,0.37,nan,0.08,nan
34737,0.49,nan,0.09,nan
34738,0.24,nan,0.09,nan
34739,0.04,14,0.08,9
34740,0.25,nan,0.08,nan
34741,0.55,nan,0.11,nan
34742,0.13,nan,0.07,nan
34743,0.07,13,0.09,10
34744,0.37,nan,0.1,nan
34745,0.44,nan,0.12,nan
34746,0.21,nan,0.09,nan
34747,0.07,14,0.19,12
34748,0.58,nan,0.16,nan
34749,0.56,nan,0.13,nan
34750,0.3,nan,0.1,nan
34751,0.08,13,0.09,10
34752,0.12,13,0.07,13
34753,0.38,nan,0.11,nan
34754,0.21,nan,0.07,nan
34755,0.14,13,0.13,11
34756,0.36,nan,0.1,nan
34757,0.08,14,0.11,11
34758,0.19,nan,0.07,nan
34759,0.03,11,0.14,11
34760,0.24,nan,0.09,nan
34761,0.26,nan,0.08,nan
34762,0.21,nan,0.1,nan
34763,0.42,nan,0.08,nan
34764,0.08,11,0.09,11
34765,0.05,13,0.05,8
34766,0.16,nan,0.05,nan
34767,0.07,15,0.05,8
34768,0.21,nan,0.09,nan
34769,0.39,nan,0.09,nan
34770,0.14,nan,0.07,nan
34771,0.14,nan,0.06,nan
34772,0.27,nan,0.09,nan
34773,0.09,14,0.07,9
34774,0.11,nan,0.07,nan
34775,0.07,15,0.08,10
34776,0.29,nan,0.06,nan
34777,0.16,nan,0.07,nan
34778,0.31,nan,0.08,nan
34779,0.18,nan,0.07,nan
34780,0.25,nan,0.06,nan
34781,0.05,13,0.24,12
34782,0.19,nan,0.06,nan
34783,0.11,12,0.08,10
34784,0.3,nan,0.14,nan
34785,0.49,nan,0.09,nan
34786,0.27,nan,0.11,nan
34787,0.33,nan,0.08,nan
34788,0.35,nan,0.07,nan
34789,0.64,nan,0.22,nan
34790,0.16,nan,0.05,nan
34791,0.62,nan,0.14,nan
34792,0.28,nan,0.08,nan
34793,0.35,nan,0.08,nan
34794,0.37,nan,0.11,nan
34795,0.35,nan,0.12,nan
34796,0.33,nan,0.09,nan
34797,0.41,nan,0.12,nan
34798,0.27,nan,0.14,nan
34799,0.45,nan,0.15,nan
34800,0.12,13,0.11,11
34801,0.24,nan,0.09,nan
34802,0.16,nan,0.08,nan
34803,0.07,12,0.06,8
34804,0.28,nan,0.14,nan
34805,0.04,13,0.08,8
34806,0.16,nan,0.06,nan
34807,0.04,15,0.09,9
34808,0.25,nan,0.11,nan
34809,0.31,nan,0.11,nan
34810,0.37,nan,0.11,nan
34811,0.47,nan,0.16,nan
34812,0.35,nan,0.08,nan
34813,0.74,nan,0.15,nan
34814,0.32,nan,0.09,nan
34815,0.14,15,0.3,12
34816,0.03,10,0.04,4
34817,0.07,12,0.06,8
34818,0.1,nan,0.04,nan
34819,0.03,11,0.03,6
34820,0.17,nan,0.05,nan
34821,0.03,12,0.04,6
34822,0.11,nan,0.04,nan
34823,0.04,14,0.05,9
34824,0.04,13,0.04,6
34825,0.04,13,0.05,11
34826,0.05,13,0.03,6
34827,0.05,10,0.05,8
34828,0.04,14,0.04,6
34829,0.05,13,0.05,8
34830,0.13,nan,0.04,nan
34831,0.03,12,0.03,6
34832,0.05,13,0.04,8
34833,0.03,15,0.03,6
34834,0.13,nan,0.04,nan
34835,0.05,10,0.05,9
34836,0.2,nan,0.04,nan
34837,0.04,13,0.04,9
34838,0.14,nan,0.06,nan
34839,0.27,nan,0.07,nan
34840,0.09,13,0.06,11
34841,0.06,14,0.07,9
34842,0.2,nan,0.07,nan
34843,0.08,13,0.13,11
34844,0.19,nan,0.06,nan
34845,0.07,14,0.12,11
34846,0.3,nan,0.05,nan
34847,0.07,14,0.05,8
34848,0.1,nan,0.03,nan
34849,0.21,nan,0.05,nan
34850,0.03,12,0.04,6
34851,0.06,13,0.05,9
34852,0.1,nan,0.04,nan
34853,0.14,nan,0.06,nan
34854,0.12,nan,0.04,nan
34855,0.11,nan,0.06,nan
34856,0.19,nan,0.03,nan
34857,0.23,nan,0.04,nan
34858,0.18,nan,0.06,nan
34859,0.27,nan,0.07,nan
34860,0.17,nan,0.05,nan
34861,0.22,nan,0.05,nan
34862,0.21,nan,0.05,nan
34863,0.23,nan,0.05,nan
34864,0.03,11,0.04,6
34865,0.06,10,0.05,9
34866,0.04,12,0.05,9
34867,0.03,12,0.03,6
34868,0.15,nan,0.04,nan
34869,0.04,11,0.06,8
34870,0.13,nan,0.07,nan
34871,0.04,12,0.05,8
34872,0.04,13,0.06,9
34873,0.14,14,0.15,13
34874,0.31,nan,0.08,nan
34875,0.06,11,0.05,8
34876,0.58,nan,0.1,nan
34877,0.31,nan,0.11,nan
34878,0.23,nan,0.11,nan
34879,0.06,12,0.06,8
34880,0.2,nan,0.03,nan
34881,0.24,nan,0.04,nan
34882,0.1,nan,0.04,nan
34883,0.13,nan,0.04,nan
34884,0.04,10,0.04,6
34885,0.04,14,0.06,9
34886,0.1,nan,0.04,nan
34887,0.22,nan,0.06,nan
34888,0.12,nan,0.04,nan
34889,0.15,nan,0.05,nan
34890,0.2,nan,0.04,nan
34891,0.08,nan,0.04,nan
34892,0.3,nan,0.06,nan
34893,0.34,nan,0.08,nan
34894,0.16,nan,0.06,nan
34895,0.33,nan,0.13,nan
34896,0.03,13,0.03,6
34897,0.04,12,0.04,9
34898,0.16,nan,0.04,nan
34899,0.12,13,0.05,8
34900,0.04,14,0.05,9
34901,0.03,13,0.03,6
34902,0.17,nan,0.07,nan
34903,0.03,13,0.06,8
34904,0.03,14,0.05,9
34905,0.12,13,0.08,13
34906,0.18,nan,0.07,nan
34907,0.21,nan,0.09,nan
34908,0.25,nan,0.16,nan
34909,0.05,11,0.05,8
34910,0.16,nan,0.06,nan
34911,0.03,11,0.05,8
34912,0.12,nan,0.05,nan
34913,0.24,nan,0.07,nan
34914,0.12,nan,0.04,nan
34915,0.15,nan,0.06,nan
34916,0.11,nan,0.04,nan
34917,0.09,nan,0.07,nan
34918,0.12,nan,0.05,nan
34919,0.18,nan,0.08,nan
34920,0.14,nan,0.05,nan
34921,0.29,nan,0.04,nan
34922,0.24,nan,0.04,nan
34923,0.13,nan,0.13,nan
34924,0.22,nan,0.04,nan
34925,0.26,nan,0.09,nan
34926,0.2,nan,0.06,nan
34927,0.34,nan,0.08,nan
34928,0.04,11,0.05,9
34929,0.18,nan,0.08,nan
34930,0.13,nan,0.1,nan
34931,0.04,13,0.05,8
34932,0.24,nan,0.11,nan
34933,0.06,11,0.06,8
34934,0.24,nan,0.08,nan
34935,0.04,15,0.09,9
34936,0.22,nan,0.1,nan
34937,0.3,nan,0.07,nan
34938,0.16,nan,0.07,nan
34939,0.07,14,0.11,11
34940,0.36,nan,0.14,nan
34941,0.04,14,0.16,11
34942,0.23,nan,0.12,nan
34943,0.06,15,0.21,11
34944,0.04,13,0.04,6
34945,0.14,13,0.06,11
34946,0.15,nan,0.03,nan
34947,0.05,10,0.05,9
34948,0.14,nan,0.05,nan
34949,0.05,10,0.06,9
34950,0.1,nan,0.03,nan
34951,0.18,nan,0.1,nan
34952,0.03,12,0.02,2
34953,0.04,13,0.03,6
34954,0.03,14,0.02,4
34955,0.04,12,0.03,6
34956,0.03,13,0.04,4
34957,0.03,12,0.03,6
34958,0.06,13,0.08,11
34959,0.04,10,0.04,4
34960,0.06,13,0.06,11
34961,0.05,14,0.05,9
34962,0.26,nan,0.05,nan
34963,0.13,14,0.12,13
34964,0.16,nan,0.05,nan
34965,0.17,14,0.08,13
34966,0.15,nan,0.07,nan
34967,0.39,nan,0.1,nan
34968,0.03,14,0.03,6
34969,0.03,10,0.03,6
34970,0.16,nan,0.05,nan
34971,0.04,13,0.05,8
34972,0.32,nan,0.06,nan
34973,0.05,11,0.07,8
34974,0.18,nan,0.07,nan
34975,0.05,12,0.03,6
34976,0.04,13,0.04,6
34977,0.19,nan,0.04,nan
34978,0.2,nan,0.06,nan
34979,0.67,nan,0.06,nan
34980,0.12,nan,0.04,nan
34981,0.19,nan,0.11,nan
34982,0.1,nan,0.06,nan
34983,0.28,nan,0.07,nan
34984,0.03,10,0.02,4
34985,0.17,nan,0.03,nan
34986,0.03,12,0.03,4
34987,0.03,14,0.02,6
34988,0.28,nan,0.07,nan
34989,0.39,nan,0.11,nan
34990,0.44,nan,0.13,nan
34991,0.07,12,0.09,8
34992,0.05,12,0.04,8
34993,0.1,14,0.13,11
34994,0.15,nan,0.09,nan
34995,0.03,12,0.05,8
34996,0.16,nan,0.07,nan
34997,0.3,nan,0.12,nan
34998,0.23,nan,0.06,nan
34999,0.05,12,0.1,11
35000,0.03,13,0.03,6
35001,0.06,13,0.06,8
35002,0.05,12,0.03,6
35003,0.03,11,0.03,4
35004,0.46,nan,0.09,nan
35005,0.04,11,0.06,8
35006,0.28,nan,0.13,nan
35007,0.04,14,0.04,6
35008,0.05,14,0.02,6
35009,0.15,nan,0.03,nan
35010,0.12,nan,0.04,nan
35011,0.34,nan,0.09,nan
35012,0.36,nan,0.07,nan
35013,0.48,nan,0.08,nan
35014,0.09,nan,0.06,nan
35015,0.26,nan,0.11,nan
35016,0.03,13,0.03,4
35017,0.12,nan,0.06,nan
35018,0.26,nan,0.05,nan
35019,0.52,nan,0.12,nan
35020,0.03,11,0.04,4
35021,0.03,14,0.03,6
35022,0.32,nan,0.06,nan
35023,0.04,14,0.07,8
35024,0.04,11,0.04,8
35025,0.08,13,0.11,11
35026,0.16,nan,0.05,nan
35027,0.32,nan,0.13,nan
35028,0.31,nan,0.07,nan
35029,0.06,13,0.06,8
35030,0.17,nan,0.09,nan
35031,0.14,13,0.11,11
35032,0.03,10,0.03,6
35033,0.04,13,0.05,8
35034,0.29,nan,0.07,nan
35035,0.05,12,0.04,8
35036,0.03,13,0.03,6
35037,0.03,15,0.02,4
35038,0.29,nan,0.08,nan
35039,0.04,13,0.04,6
35040,0.16,nan,0.07,nan
35041,0.29,nan,0.06,nan
35042,0.23,nan,0.08,nan
35043,0.31,nan,0.12,nan
35044,0.13,nan,0.05,nan
35045,0.11,nan,0.07,nan
35046,0.15,nan,0.05,nan
35047,0.23,nan,0.12,nan
35048,0.11,14,0.09,11
35049,0.36,nan,0.06,nan
35050,0.76,nan,0.12,nan
35051,0.23,nan,0.12,nan
35052,0.48,nan,0.08,nan
35053,0.42,nan,0.12,nan
35054,0.11,14,0.21,12
35055,0.06,14,0.18,12
35056,0.03,8,0.02,6
35057,0.03,11,0.05,8
35058,0.16,nan,0.06,nan
35059,0.04,12,0.06,8
35060,0.25,nan,0.12,nan
35061,0.03,11,0.06,8
35062,0.18,nan,0.08,nan
35063,0.08,13,0.26,11
35064,0.05,12,0.03,4
35065,0.04,15,0.05,6
35066,0.04,13,0.07,8
35067,0.03,11,0.04,6
35068,0.03,13,0.09,8
35069,0.03,11,0.04,6
35070,0.05,15,0.18,12
35071,0.03,10,0.03,5
35072,0.11,nan,0.04,nan
35073,0.03,13,0.02,6
35074,0.13,nan,0.04,nan
35075,0.06,13,0.06,9
35076,0.17,nan,0.04,nan
35077,0.03,12,0.05,9
35078,0.13,nan,0.04,nan
35079,0.21,nan,0.08,nan
35080,0.2,nan,0.04,nan
35081,0.05,12,0.05,9
35082,0.13,nan,0.03,nan
35083,0.35,nan,0.09,nan
35084,0.14,nan,0.05,nan
35085,0.45,nan,0.16,nan
35086,0.14,nan,0.04,nan
35087,0.05,11,0.06,8
35088,0.32,nan,0.04,nan
35089,0.03,13,0.07,9
35090,0.26,nan,0.05,nan
35091,0.33,nan,0.06,nan
35092,0.19,nan,0.05,nan
35093,0.3,nan,0.07,nan
35094,0.15,nan,0.05,nan
35095,0.25,nan,0.09,nan
35096,0.23,nan,0.04,nan
35097,0.08,13,0.07,10
35098,0.22,nan,0.06,nan
35099,0.34,nan,0.07,nan
35100,0.25,nan,0.07,nan
35101,0.52,nan,0.17,nan
35102,0.26,nan,0.04,nan
35103,0.07,14,0.11,13
35104,0.17,nan,0.04,nan
35105,0.22,nan,0.05,nan
35106,0.15,nan,0.05,nan
35107,0.31,nan,0.05,nan
35108,0.19,nan,0.06,nan
35109,0.15,nan,0.05,nan
35110,0.15,nan,0.07,nan
35111,0.11,nan,0.09,nan
35112,0.24,nan,0.03,nan
35113,0.18,nan,0.05,nan
35114,0.19,nan,0.05,nan
35115,0.43,nan,0.06,nan
35116,0.22,nan,0.05,nan
35117,0.4,nan,0.05,nan
35118,0.24,nan,0.05,nan
35119,0.35,nan,0.07,nan
35120,0.31,nan,0.05,nan
35121,0.12,13,0.07,8
35122,0.26,nan,0.07,nan
35123,0.06,13,0.05,8
35124,0.11,nan,0.07,nan
35125,0.22,nan,0.1,nan
35126,0.17,nan,0.07,nan
35127,0.12,13,0.15,13
35128,0.23,nan,0.05,nan
35129,0.23,nan,0.08,nan
35130,0.31,nan,0.06,nan
35131,0.23,nan,0.1,nan
35132,0.52,nan,0.06,nan
35133,0.49,nan,0.12,nan
35134,0.34,nan,0.06,nan
35135,0.49,nan,0.16,nan
35136,0.12,nan,0.05,nan
35137,0.1,nan,0.06,nan
35138,0.12,nan,0.05,nan
35139,0.15,nan,0.05,nan
35140,0.15,nan,0.04,nan
35141,0.2,nan,0.06,nan
35142,0.1,nan,0.05,nan
35143,0.22,nan,0.05,nan
35144,0.09,nan,0.04,nan
35145,0.17,nan,0.06,nan
35146,0.15,nan,0.05,nan
35147,0.16,nan,0.05,nan
35148,0.16,nan,0.05,nan
35149,0.26,nan,0.04,nan
35150,0.11,nan,0.06,nan
35151,0.12,nan,0.05,nan
35152,0.16,nan,0.06,nan
35153,0.17,11,0.05,8
35154,0.12,nan,0.08,nan
35155,0.19,nan,0.09,nan
35156,0.28,nan,0.05,nan
35157,0.05,13,0.06,8
35158,0.24,nan,0.05,nan
35159,0.1,13,0.12,13
35160,0.14,nan,0.06,nan
35161,0.19,nan,0.07,nan
35162,0.17,nan,0.05,nan
35163,0.12,nan,0.05,nan
35164,0.16,nan,0.07,nan
35165,0.22,nan,0.07,nan
35166,0.23,nan,0.06,nan
35167,0.24,nan,0.08,nan
35168,0.21,nan,0.04,nan
35169,0.23,nan,0.05,nan
35170,0.13,nan,0.05,nan
35171,0.17,nan,0.04,nan
35172,0.24,nan,0.04,nan
35173,0.28,nan,0.06,nan
35174,0.2,nan,0.05,nan
35175,0.19,nan,0.07,nan
35176,0.19,nan,0.05,nan
35177,0.12,nan,0.06,nan
35178,0.11,nan,0.05,nan
35179,0.14,nan,0.07,nan
35180,0.21,nan,0.06,nan
35181,0.25,nan,0.07,nan
35182,0.12,nan,0.03,nan
35183,0.22,nan,0.06,nan
35184,0.17,nan,0.07,nan
35185,0.23,nan,0.07,nan
35186,0.17,nan,0.07,nan
35187,0.33,nan,0.06,nan
35188,0.28,nan,0.06,nan
35189,0.47,nan,0.08,nan
35190,0.17,nan,0.06,nan
35191,0.38,nan,0.07,nan
35192,0.2,nan,0.08,nan
35193,0.21,nan,0.11,nan
35194,0.12,nan,0.07,nan
35195,0.17,nan,0.04,nan
35196,0.24,nan,0.08,nan
35197,0.31,nan,0.08,nan
35198,0.18,nan,0.06,nan
35199,0.26,nan,0.08,nan
35200,0.03,12,0.05,11
35201,0.06,14,0.06,9
35202,0.18,nan,0.05,nan
35203,0.31,14,0.1,13
35204,0.16,nan,0.05,nan
35205,0.13,13,0.08,13
35206,0.22,nan,0.08,nan
35207,0.3,nan,0.11,nan
35208,0.04,14,0.04,6
35209,0.03,12,0.04,6
35210,0.19,nan,0.06,nan
35211,0.04,14,0.07,8
35212,0.23,nan,0.06,nan
35213,0.08,12,0.06,8
35214,0.34,nan,0.09,nan
35215,0.03,12,0.03,6
35216,0.18,nan,0.04,nan
35217,0.09,13,0.11,11
35218,0.25,nan,0.04,nan
35219,0.26,nan,0.07,nan
35220,0.29,nan,0.04,nan
35221,0.24,nan,0.1,nan
35222,0.16,nan,0.08,nan
35223,0.23,nan,0.06,nan
35224,0.22,12,0.05,10
35225,0.03,12,0.05,8
35226,0.25,nan,0.04,nan
35227,0.45,nan,0.09,nan
35228,0.29,nan,0.05,nan
35229,0.35,nan,0.11,nan
35230,0.38,nan,0.09,nan
35231,0.4,nan,0.08,nan
35232,0.25,nan,0.04,nan
35233,0.03,11,0.06,8
35234,0.44,nan,0.08,nan
35235,0.44,nan,0.11,nan
35236,0.11,nan,0.05,nan
35237,0.11,nan,0.1,nan
35238,0.13,nan,0.05,nan
35239,0.3,nan,0.14,nan
35240,0.08,14,0.05,8
35241,0.03,12,0.06,8
35242,0.03,14,0.06,9
35243,0.03,15,0.06,8
35244,0.43,nan,0.08,nan
35245,0.4,nan,0.1,nan
35246,0.36,nan,0.1,nan
35247,0.05,13,0.06,10
35248,0.21,nan,0.05,nan
35249,0.22,13,0.07,11
35250,0.22,nan,0.07,nan
35251,0.12,12,0.08,11
35252,0.34,nan,0.07,nan
35253,0.29,nan,0.1,nan
35254,0.25,nan,0.07,nan
35255,0.32,nan,0.09,nan
35256,0.13,11,0.06,11
35257,0.1,11,0.06,8
35258,0.43,nan,0.08,nan
35259,0.04,14,0.03,6
35260,0.24,nan,0.07,nan
35261,0.71,nan,0.14,nan
35262,0.49,nan,0.09,nan
35263,0.09,14,0.13,11
35264,0.2,nan,0.07,nan
35265,0.07,13,0.06,8
35266,0.15,nan,0.06,nan
35267,0.25,nan,0.09,nan
35268,0.21,nan,0.08,nan
35269,0.26,nan,0.13,nan
35270,0.26,nan,0.06,nan
35271,0.32,nan,0.13,nan
35272,0.1,12,0.05,8
35273,0.04,9,0.05,8
35274,0.23,nan,0.04,nan
35275,0.31,nan,0.09,nan
35276,0.07,13,0.06,9
35277,0.04,14,0.05,8
35278,0.27,nan,0.1,nan
35279,0.08,15,0.09,10
35280,0.34,nan,0.05,nan
35281,0.19,13,0.14,11
35282,0.23,nan,0.06,nan
35283,0.22,nan,0.08,nan
35284,0.45,nan,0.07,nan
35285,0.1,12,0.13,11
35286,0.16,nan,0.07,nan
35287,0.32,nan,0.09,nan
35288,0.15,12,0.06,11
35289,0.03,11,0.05,8
35290,0.39,nan,0.07,nan
35291,0.26,nan,0.11,nan
35292,0.52,nan,0.06,nan
35293,0.04,14,0.04,6
35294,0.35,nan,0.13,nan
35295,0.1,15,0.12,11
35296,0.21,nan,0.06,nan
35297,0.34,nan,0.06,nan
35298,0.17,nan,0.06,nan
35299,0.55,nan,0.12,nan
35300,0.33,nan,0.08,nan
35301,0.38,nan,0.07,nan
35302,0.22,nan,0.07,nan
35303,0.25,nan,0.07,nan
35304,0.22,nan,0.05,nan
35305,0.16,14,0.14,13
35306,0.27,nan,0.1,nan
35307,0.32,nan,0.15,nan
35308,0.27,nan,0.08,nan
35309,0.34,nan,0.15,nan
35310,0.35,nan,0.09,nan
35311,0.18,15,0.19,14
35312,0.2,11,0.07,11
35313,0.04,12,0.06,8
35314,0.16,nan,0.06,nan
35315,0.03,12,0.06,9
35316,0.25,nan,0.05,nan
35317,0.07,14,0.09,9
35318,0.11,nan,0.1,nan
35319,0.11,13,0.15,13
35320,0.04,12,0.05,8
35321,0.04,13,0.07,8
35322,0.1,12,0.1,12
35323,0.05,13,0.1,9
35324,0.21,13,0.18,12
35325,0.03,12,0.1,9
35326,0.24,nan,0.07,nan
35327,0.04,14,0.08,9
35328,0.04,13,0.06,6
35329,0.11,13,0.06,11
35330,0.04,13,0.04,6
35331,0.04,14,0.06,8
35332,0.17,nan,0.04,nan
35333,0.07,12,0.06,9
35334,0.09,nan,0.04,nan
35335,0.2,nan,0.09,nan
35336,0.36,nan,0.06,nan
35337,0.24,nan,0.04,nan
35338,0.03,14,0.03,4
35339,0.04,11,0.03,6
35340,0.28,nan,0.09,nan
35341,0.28,nan,0.09,nan
35342,0.19,nan,0.06,nan
35343,0.03,12,0.04,6
35344,0.13,12,0.05,11
35345,0.05,10,0.06,9
35346,0.14,nan,0.05,nan
35347,0.11,13,0.14,11
35348,0.21,nan,0.04,nan
35349,0.04,14,0.07,10
35350,0.14,nan,0.06,nan
